resume_index,job_1_match_score,job_2_match_score,job_3_match_score
2099,"('Team Member - Culinary (Kitchen Staff)', np.float64(0.8572272768363433))","('Data Scientist', np.float64(0.8365707822105372))","('Principal Engineer', np.float64(0.8219007232259841))"
2100,"('PHP Developer', np.float64(0.9287367884321542))","('C++ Developer || WFO || Hyderabad', np.float64(0.9285856246948242))","('EDI Developer, Associate', np.float64(0.9282227666943742))"
2101,"('Data Labeler', np.float64(0.8719100105966711))","('Business Intelligence Analyst', np.float64(0.8633671009339393))","('Ping Directory', np.float64(0.8629811529750007))"
2102,"('Azure SQL Data Architect | Bangalore | Wipro', np.float64(0.9604021991368595))","('Technical Engineer Virtualisation & Hyperconvergence', np.float64(0.9588083844730508))","('EDI Developer, Associate', np.float64(0.9533232677236742))"
2103,"('Android Developer', np.float64(0.9244090290640974))","('Research Engineer 2', np.float64(0.8900989726959643))","('Consultant Dermatologists', np.float64(0.8881161704152556))"
2104,"('Unity Developer', np.float64(0.9363731992609015))","('Unity Developer', np.float64(0.9363731992609015))","('Engineer (Oracle Financial Functional Consultant)', np.float64(0.9300603335975618))"
2105,"('pom', np.float64(0.9682207247671265))","('Financial Reporting Analyst', np.float64(0.9609280227973456))","('Interim Legal Counsel', np.float64(0.9584673660238044))"
2106,"('Senior Executive Talent Acquisition', np.float64(0.9790371911262895))","('PowerBI Developer', np.float64(0.9618542390893446))","('PowerBI Developer', np.float64(0.9618542390893446))"
2107,"('Privacy Engineer', np.float64(0.9516752519620355))","('Data Security Analyst', np.float64(0.9423771023602604))","('Data Security Analyst', np.float64(0.9423771023602604))"
2108,"('AVP - Incident & Problem Management', np.float64(0.9346514144597572))","('MIS Executive (Bizom)', np.float64(0.9296349082630246))","('Customer Service Specialist', np.float64(0.9103793139172179))"
2109,"('MSPP Senior Associate', np.float64(0.9817275494116013))","('Assistant Manager PeopleOps', np.float64(0.9469507593054121))","('CRO Manager', np.float64(0.9408686069410896))"
2110,"('Duty medical officer', np.float64(0.897011203828))","('Head Coach (Head of Health Coaching Practices)', np.float64(0.8414324719365636))","('Senior Analyst - Security Pricing', np.float64(0.815019589882752))"
2111,"('Model Risk Management', np.float64(0.9476772457760042))","('Technical Architect', np.float64(0.9277926848213637))","('Functional Safety Engineer', np.float64(0.8876397390965605))"
2112,"('Elementary School Teacher', np.float64(0.9017475832625813))","('Business Development Manager', np.float64(0.7637731901187439))","('STEM and Robotics Mentor', np.float64(0.7481871667409632))"
2113,"('Game Developer', np.float64(0.8002253889872973))","('RPA Reliability Engineer', np.float64(0.7655764282224099))","('Fellowship In Robotic knee replacement', np.float64(0.7610836530299073))"
2114,"('Senior Analyst - Total Rewards (Market Pricing, Comp recommendation) Individual Contributor role', np.float64(0.9513353262980704))","('Senior Analyst - Total Rewards (Market Pricing, Comp recommendation) Individual Contributor role', np.float64(0.9513353262980704))","('Business System Analyst', np.float64(0.936052355500903))"
2115,"('Senior Academic Counselor', np.float64(0.8648966594498867))","('Full Stack Lead- NodeJs', np.float64(0.8491682240555953))","('Academic Advisor', np.float64(0.8393438314772237))"
2116,"('Chartered Accountant (For Startup) 0-2 Years Exp', np.float64(0.9350477988819492))","('Assistant Manager Finance', np.float64(0.9346947215509839))","('Financial Accountant', np.float64(0.9340526593752483))"
2117,"('Human Resources Specialist', np.float64(0.9158119932751636))","('Business Analyst', np.float64(0.887585229675579))","('Business Analyst', np.float64(0.887585229675579))"
2118,"('Inside Sales Specialist', np.float64(0.875627542218))","('Inside Sales Executive', np.float64(0.8662433427508182))","('Mumbai', np.float64(0.864993892249671))"
2119,"('IB Diploma Programme Coordinator, IB DP Coordinator', np.float64(0.8847518919638891))","('Lecturer', np.float64(0.8608023518112441))","('Lecturer', np.float64(0.8608023518112441))"
2120,"('Data Analyst', np.float64(0.9258985339735277))","('Data Analyst', np.float64(0.9258985339735277))","('Data Analyst', np.float64(0.9258985339735277))"
2121,"('Educational Counselor', np.float64(0.8699730020264519))","('IB Diploma Programme Coordinator, IB DP Coordinator', np.float64(0.8682593233874394))","('Content development (special education)', np.float64(0.8539358911315322))"
2122,"('Murex MXML analyst', np.float64(0.8815774097070445))","('Shopify Developer', np.float64(0.8715049748158911))","('Shopify Developer', np.float64(0.8700181271212767))"
2123,"('Senior Firmware Engineer', np.float64(0.9356446895312082))","('Senior Firmware Engineer', np.float64(0.9356446895312082))","('Software Engineering Fresher', np.float64(0.934193654753722))"
2124,"('Wealth Manager', np.float64(0.8235161716009107))","('US Collection- Voice Process', np.float64(0.8217721175074428))","('Mobile Developer (SDE-2)', np.float64(0.820676377569971))"
2125,"('Senior Quant Research Associate', np.float64(0.9405265061290087))","('Content Translator- Kannada', np.float64(0.918240757339586))","('CP Master Data Analyst', np.float64(0.9114733041107816))"
2126,"('Zumba Instructor', np.float64(0.8814558293481571))","('Founding Engineer (full stack)', np.float64(0.7449034294523833))","('Trainer', np.float64(0.7446662934936255))"
2127,"('Studio Manager', np.float64(0.9109878827852012))","('Management Trainee', np.float64(0.8679297710544749))","('Assistant Vice President –AP Operations', np.float64(0.8646022590806764))"
2128,"('Data Scientist', np.float64(0.9701702630334503))","('Data Scientist', np.float64(0.9701702630334503))","('Data Scientist', np.float64(0.9701702630334503))"
2129,"('Elementary School Teacher', np.float64(0.7701162467317088))","('RPA Developer', np.float64(0.7602177394820921))","('Artificial Intelligence Intern', np.float64(0.737918005587137))"
2130,"('Senior Research Analyst- Cost Model', np.float64(0.9432983766663791))","('Senior Business Consultant', np.float64(0.932556612486533))","('Pega Smart Dispute Developers', np.float64(0.9309788508123616))"
2131,"('Business Development Specialist (Polymer)', np.float64(0.9618042133215661))","('Business Development Specialist (UPS)', np.float64(0.9555227729103315))","('Demand Generation Manager/ Executive - 2 to 6 years', np.float64(0.9530426240200931))"
2132,"('Sales Intern', np.float64(0.9574182975581413))","('Sales Associate', np.float64(0.9523422944947857))","('Sales Executive', np.float64(0.9344442939550386))"
2133,"('Sales And Customer Service', np.float64(0.7648674718268152))","('Head of Prevention', np.float64(0.7551700879033565))","('Intern', np.float64(0.750782750231152))"
2134,"('Immediate joiner-.Net with Angular or Azure', np.float64(0.9609311183619358))","('Immediate joiner-.Net with Angular or Azure', np.float64(0.9609311183619358))","('Immediate joiner-.Net with Angular or Azure', np.float64(0.9609311183619358))"
2135,"('Scientist B/ Scientist C - LC-MS/MS & GC-MS/MS', np.float64(0.8746252767838065))","('Senior Bioinformatics Scientist', np.float64(0.8476277616978144))","('Research Associate – Microbiology', np.float64(0.8418141743685894))"
2136,"('Python trainer', np.float64(0.933030084817398))","('Data Analyst', np.float64(0.9175581823781396))","('Data Analyst', np.float64(0.9175581823781396))"
2137,"('Head of Product', np.float64(0.9733089223048823))","('Head of Product', np.float64(0.9733089223048823))","('Technical Manager (Validation Team Lead)', np.float64(0.9679015461948202))"
2138,"('Manager of Machine Learning', np.float64(0.8857235928698493))","('Blueprism Developer', np.float64(0.8853329877826033))","('Blueprism Developer', np.float64(0.8853329877826033))"
2139,"('SAP Cloud Security Consultant', np.float64(1.0000000953674317))","('AI/ML Security Architect', np.float64(0.9987868208555926))","('Network Security Analyst', np.float64(0.9956546714208082))"
2140,"('Frontend Developer', np.float64(0.9005386817026357))","('Online Tutor', np.float64(0.8861624242048592))","('IB Diploma Programme Coordinator, IB DP Coordinator', np.float64(0.8634711225565287))"
2141,"('Business Analyst', np.float64(0.9800286946853498))","('Developer', np.float64(0.9424876546738246))","('Tax Reporting & Compliance Engineer', np.float64(0.9146149914845472))"
2142,"('Inside Sales Executive', np.float64(0.8854011015227693))","('Inside Sales Specialist', np.float64(0.885166114313423))","('Business Development Executive', np.float64(0.8603261225873946))"
2143,"('Data Labeler', np.float64(0.9541393719387701))","('Data Processing Coordinator', np.float64(0.936174872987163))","('Project Manager', np.float64(0.8695901097334876))"
2144,"('Business Analyst', np.float64(0.9382322348585242))","('Business Analyst', np.float64(0.9382322348585242))","('Business Analyst', np.float64(0.9382322348585242))"
2145,"('Team Lead - Specialty Analyst', np.float64(0.9043540830736748))","('Senior Data Quality Analyst', np.float64(0.8906247018428738))","('Senior Research Analyst', np.float64(0.8644907220740728))"
2146,"('Informatica Developer', np.float64(0.9745733312078))","('Informatica Developer', np.float64(0.9745733312078))","('Wireless Network Data L3', np.float64(0.9419919820857676))"
2147,"('Information Technology (IT) Administrator', np.float64(0.8980722363281353))","('Senior Security Engineer', np.float64(0.8970134146021156))","('Hiring for Fincor/Cardano || Data Engineer|| Python developer & SQL', np.float64(0.8895180584791713))"
2148,"('account internship', np.float64(0.8867571939171799))","('Financial Analyst – FP&A', np.float64(0.8803174694584652))","('Chartered Accountant (For Startup) 0-2 Years Exp', np.float64(0.873309079164192))"
2149,"('Learning and Development Manager', np.float64(0.9771186387134845))","('Training+Internships', np.float64(0.9494799913343354))","('Training+Internships', np.float64(0.9494799913343354))"
2150,"('Service now Developer', np.float64(0.9792771323404744))","('Service now Developer', np.float64(0.9792771323404744))","('SAN Storage Engineer', np.float64(0.9675677662825753))"
2151,"('Senior Test Engineer', np.float64(0.928456223350614))","('System Administrator', np.float64(0.8683611942786338))","('Clinical Data Management Lead', np.float64(0.8613767221666949))"
2152,"('Procurement Manager', np.float64(0.9457596309905981))","('Senior Business Analyst', np.float64(0.9317173233802446))","('Senior Business Analyst', np.float64(0.9317173233802446))"
2153,"('Human Resources Specialist', np.float64(0.9698343723851877))","('Compensation Analyst', np.float64(0.9191571830944569))","('Bench Sales Recruiter(Night Shift)', np.float64(0.9117957388983301))"
2154,"('AI Technologist', np.float64(0.9729888045859862))","('Azure Data Engineer/Lead', np.float64(0.9564697918787253))","('Azure Data Engineer/Lead', np.float64(0.9564697918787253))"
2155,"('Product Manager - Managed Services', np.float64(0.9064380596779918))","('Lead Generation - Team Leader', np.float64(0.8984153648353502))","('Business Development Manager - Gaming', np.float64(0.867955229073564))"
2156,"('Teacher', np.float64(0.9551153773184038))","('STEM and Robotics Mentor', np.float64(0.9039650005179254))","('STEM and Robotics Mentor', np.float64(0.9039650005179254))"
2157,"('Data Engineer', np.float64(0.9604594849273026))","('Data Engineer', np.float64(0.9604594849273026))","('Data Engineer', np.float64(0.9604594849273026))"
2158,"('Collections Specialist', np.float64(0.9758843695831725))","('Chat process executive (fresher)', np.float64(0.9711749346347763))","('Customer Service Executive', np.float64(0.9351458803963469))"
2159,"('Accounting Analyst [T500-5445]', np.float64(0.931863452018916))","('Assistant Manager -Customer Experience', np.float64(0.9072845236235879))","('Sales Intern', np.float64(0.8934728708801233))"
2160,"('Lecturer', np.float64(0.8820839005371502))","('Lecturer', np.float64(0.8820839005371502))","('Teacher', np.float64(0.8547666103799306))"
2161,"('Elementary School Teacher', np.float64(0.8680384222510349))","('STEM and Robotics Mentor', np.float64(0.8674005849572494))","('STEM and Robotics Mentor', np.float64(0.8674005849572494))"
2162,"('RPA Reliability Engineer', np.float64(0.9063187593394276))","('Data Base Designer', np.float64(0.8269065654184126))","('SDE III IOS - SDK Development – Remote -  200 Billion Data - 50 Million Users', np.float64(0.8174624536155273))"
2163,"('Data Scientist', np.float64(0.8472103635904142))","('Data Analyst', np.float64(0.8409725173949572))","('Data Analyst', np.float64(0.8409725173949572))"
2164,"('Social Media Manager', np.float64(0.9707115532081534))","('PPC Analyst', np.float64(0.9277659898949556))","('PPC Analyst', np.float64(0.9277659898949556))"
2165,"('Senior Test Engineer', np.float64(0.9657833175091433))","('Sr ISC Analytics Specialist', np.float64(0.911884346691756))","('Sr ISC Analytics Specialist', np.float64(0.911884346691756))"
2166,"('Manager, Data Science', np.float64(0.9127862403760791))","('Manager, Data Science', np.float64(0.9127862403760791))","('Finance Intern', np.float64(0.9078241201706814))"
